Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
24;infrastructure;UNL-AIR;A4:0C:C3:96:A1:40;;6;No;OPN,None;No;54.0;0;235;0;83;0;0;83;;;Thu Jun  9 20:07:53 2016;Thu Jun  9 20:15:01 2016;-57;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;10.214.34.44;
25;infrastructure;UNL-Guest;A4:0C:C3:96:9D:42;;11;No;OPN,None;No;54.0;0;221;0;0;0;0;0;;;Thu Jun  9 20:07:53 2016;Thu Jun  9 20:15:01 2016;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
26;infrastructure;UNL-Conference;A4:0C:C3:96:9D:44;;11;No;OPN,None;No;54.0;0;223;0;0;0;0;0;;;Thu Jun  9 20:07:53 2016;Thu Jun  9 20:15:01 2016;-59;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
27;infrastructure;UNL-Wireless-Registration;A4:0C:C3:96:9D:43;;11;No;OPN,None;No;54.0;0;210;0;0;0;0;0;;;Thu Jun  9 20:07:53 2016;Thu Jun  9 20:15:01 2016;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
28;infrastructure;UNL-AIR-E;A4:0C:C3:96:9D:41;;11;No;WPA2,AES-CCM;No;54.0;0;216;0;0;0;0;0;;;Thu Jun  9 20:07:53 2016;Thu Jun  9 20:15:01 2016;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
29;infrastructure;UNL-AIR;A4:0C:C3:96:9D:40;;11;No;OPN,None;No;54.0;0;207;0;2;0;0;2;;;Thu Jun  9 20:07:57 2016;Thu Jun  9 20:15:01 2016;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
30;infrastructure;UNL-Guest;A4:0C:C3:96:A1:42;;6;No;OPN,None;No;54.0;0;239;0;0;0;0;0;;;Thu Jun  9 20:07:53 2016;Thu Jun  9 20:15:01 2016;-57;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
31;infrastructure;eduroam;A4:0C:C3:90:4F:F5;;1;No;WPA2,AES-CCM;No;54.0;0;26;0;0;0;0;0;;;Thu Jun  9 20:07:50 2016;Thu Jun  9 20:15:01 2016;-57;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
32;infrastructure;UNL-Conference;A4:0C:C3:96:A1:44;;6;No;OPN,None;No;54.0;0;231;0;0;0;0;0;;;Thu Jun  9 20:07:53 2016;Thu Jun  9 20:15:01 2016;-57;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
33;infrastructure;UNL-Conference;A4:0C:C3:90:4F:F4;;1;No;OPN,None;No;54.0;0;32;0;0;0;0;0;;;Thu Jun  9 20:07:49 2016;Thu Jun  9 20:15:02 2016;-56;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
34;infrastructure;UNL-AIR;A4:0C:C3:90:4F:F0;;1;No;OPN,None;No;54.0;0;34;0;2;0;0;2;;;Thu Jun  9 20:07:54 2016;Thu Jun  9 20:15:01 2016;-57;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
35;infrastructure;UNL-Guest;A4:0C:C3:90:4F:F2;;1;No;OPN,None;No;54.0;0;33;0;0;0;0;0;;;Thu Jun  9 20:07:49 2016;Thu Jun  9 20:15:02 2016;-57;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
36;infrastructure;UNL-AIR-E;A4:0C:C3:90:4F:F1;;1;No;WPA2,AES-CCM;No;54.0;0;32;0;0;0;0;0;;;Thu Jun  9 20:07:50 2016;Thu Jun  9 20:15:01 2016;-56;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
37;infrastructure;UNL-Guest;AC:A0:16:CB:54:82;;11;No;OPN,None;No;54.0;0;235;0;0;0;0;0;;;Thu Jun  9 20:07:53 2016;Thu Jun  9 20:15:01 2016;-48;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
38;infrastructure;UNL-Wireless-Registration;AC:A0:16:CB:54:83;;11;No;OPN,None;No;54.0;0;234;0;0;0;0;0;;;Thu Jun  9 20:07:53 2016;Thu Jun  9 20:15:01 2016;-49;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
39;infrastructure;UNL-AIR-E;AC:A0:16:CB:54:81;;11;No;WPA2,AES-CCM;No;54.0;0;228;0;0;0;0;0;;;Thu Jun  9 20:07:53 2016;Thu Jun  9 20:15:01 2016;-48;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
40;infrastructure;eduroam;AC:A0:16:CB:54:85;;11;No;WPA2,AES-CCM;No;54.0;0;240;0;32;0;0;32;;;Thu Jun  9 20:07:53 2016;Thu Jun  9 20:15:01 2016;-49;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
41;infrastructure;UNL-Conference;AC:A0:16:CB:54:84;;11;No;OPN,None;No;54.0;0;235;0;0;0;0;0;;;Thu Jun  9 20:07:53 2016;Thu Jun  9 20:15:01 2016;-48;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
42;infrastructure;UNL-AIR;AC:A0:16:CB:54:80;;11;No;OPN,None;No;54.0;0;230;0;368;0;0;368;;;Thu Jun  9 20:07:53 2016;Thu Jun  9 20:15:01 2016;-48;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;10.214.33.9;
43;infrastructure;HPC50152;02:26:96:01:C7:FC;;10;No;OPN,None;No;11.0;0;143;0;1;0;0;1;;;Thu Jun  9 20:07:49 2016;Thu Jun  9 20:14:56 2016;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
