Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
11;infrastructure;;00:25:84:24:46:F0;;1;No;OPN,None;No;-1.0;0;0;0;2;0;0;2;;;Thu Jun  9 19:47:38 2016;Thu Jun  9 19:49:18 2016;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
12;infrastructure;;00:25:84:24:45:30;;6;No;OPN,None;No;-1.0;0;0;0;2;0;0;2;;;Thu Jun  9 19:42:26 2016;Thu Jun  9 19:53:55 2016;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
13;infrastructure;Huskers;B0:C2:87:4D:32:2F;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;8;0;2;0;0;2;;;Thu Jun  9 19:45:49 2016;Thu Jun  9 20:01:21 2016;-66;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
14;infrastructure;TimDonahue;08:95:2A:58:3F:8A;;11;No;WPA2,AES-CCM;No;54.0;0;31;0;0;0;0;0;;;Thu Jun  9 19:39:43 2016;Thu Jun  9 20:04:08 2016;-72;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
15;infrastructure;;A4:0C:C3:96:AC:30;;1;No;OPN,None;No;-1.0;0;0;0;2;0;0;2;;;Thu Jun  9 20:00:14 2016;Thu Jun  9 20:04:34 2016;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;10.214.33.218;
16;infrastructure;;00:00:00:00:00:00;;11;No;None;No;-1.0;0;0;0;0;0;0;0;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:06 2016;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
17;infrastructure;sys-link;00:1D:7E:42:14:CB;;6;No;WPA2,TKIP;No;54.0;0;202;0;0;0;0;0;;;Thu Jun  9 19:37:50 2016;Thu Jun  9 20:05:32 2016;-72;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
18;infrastructure;UNL-AIR-E;A4:0C:C3:96:A3:71;;11;No;WPA2,AES-CCM;No;54.0;0;677;0;1;0;0;1;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:48 2016;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
19;infrastructure;UNL-AIR;A4:0C:C3:96:A3:70;;11;No;OPN,None;No;54.0;0;651;0;52;0;0;52;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:49 2016;-63;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;10.214.36.10;
20;infrastructure;eduroam;A4:0C:C3:96:A3:75;;11;No;WPA2,AES-CCM;No;54.0;0;674;0;23;0;0;23;;;Thu Jun  9 19:37:50 2016;Thu Jun  9 20:05:48 2016;-63;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
21;infrastructure;UNL-Wireless-Registration;A4:0C:C3:96:A3:73;;11;No;OPN,None;No;54.0;0;664;0;3;0;0;3;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:48 2016;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
22;infrastructure;UNL-Wireless-Registration;A4:0C:C3:D0:6F:83;;6;No;OPN,None;No;54.0;0;775;0;2;0;0;2;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:45 2016;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;10.40.16.30;
23;infrastructure;UNL-Conference;A4:0C:C3:96:A3:74;;11;No;OPN,None;No;54.0;0;660;0;0;0;0;0;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:48 2016;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
24;infrastructure;UNL-Guest;A4:0C:C3:96:A3:72;;11;No;OPN,None;No;54.0;0;697;0;0;0;0;0;;;Thu Jun  9 19:37:50 2016;Thu Jun  9 20:05:48 2016;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
25;infrastructure;UNL-AIR-E;A4:0C:C3:D0:6F:81;;6;No;WPA2,AES-CCM;No;54.0;0;778;0;0;0;0;0;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:49 2016;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
26;infrastructure;UNL-Guest;A4:0C:C3:D0:6F:82;;6;No;OPN,None;No;54.0;0;772;0;2;0;0;2;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:45 2016;-61;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;10.210.236.122;
27;infrastructure;eduroam;A4:0C:C3:D0:6F:85;;6;No;WPA2,AES-CCM;No;54.0;0;801;0;6;0;0;6;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:49 2016;-61;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
28;infrastructure;UNL-Conference;A4:0C:C3:D0:6F:84;;6;No;OPN,None;No;54.0;0;813;0;0;0;0;0;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:49 2016;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
29;infrastructure;UNL-AIR;A4:0C:C3:D0:6F:80;;6;No;OPN,None;No;54.0;0;733;0;120;0;0;120;;;Thu Jun  9 19:37:50 2016;Thu Jun  9 20:05:49 2016;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
30;infrastructure;eduroam;A4:0C:C3:96:9D:45;;11;No;WPA2,AES-CCM;No;54.0;0;830;0;0;0;0;0;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:48 2016;-59;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
31;infrastructure;UNL-Wireless-Registration;A4:0C:C3:96:9D:43;;11;No;OPN,None;No;54.0;0;833;0;0;0;0;0;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:48 2016;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
32;infrastructure;UNL-Conference;A4:0C:C3:96:9D:44;;11;No;OPN,None;No;54.0;0;851;0;0;0;0;0;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:48 2016;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
33;infrastructure;UNL-Guest;A4:0C:C3:96:9D:42;;11;No;OPN,None;No;54.0;0;824;0;0;0;0;0;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:48 2016;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
34;infrastructure;UNL-Wireless-Registration;A4:0C:C3:96:A1:43;;6;No;OPN,None;No;54.0;0;857;0;8;0;0;8;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:49 2016;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
35;infrastructure;UNL-AIR-E;A4:0C:C3:96:9D:41;;11;No;WPA2,AES-CCM;No;54.0;0;838;0;9;0;0;9;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:48 2016;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
36;infrastructure;UNL-AIR;A4:0C:C3:96:9D:40;;11;No;OPN,None;No;54.0;0;835;0;193;0;0;193;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:48 2016;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
37;infrastructure;UNL-Conference;A4:0C:C3:96:A1:44;;6;No;OPN,None;No;54.0;0;890;0;0;0;0;0;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:49 2016;-57;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
38;infrastructure;UNL-AIR-E;A4:0C:C3:96:A1:41;;6;No;WPA2,AES-CCM;No;54.0;0;815;0;0;0;0;0;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:49 2016;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
39;infrastructure;UNL-Guest;A4:0C:C3:96:A1:42;;6;No;OPN,None;No;54.0;0;889;0;0;0;0;0;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:49 2016;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
40;infrastructure;UNL-AIR;A4:0C:C3:96:A1:40;;6;No;OPN,None;No;54.0;0;889;0;74;0;0;74;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:49 2016;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;10.214.33.112;
41;infrastructure;eduroam;A4:0C:C3:96:A1:45;;6;No;WPA2,AES-CCM;No;54.0;0;890;0;0;0;0;0;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:49 2016;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
42;infrastructure;UNL-Wireless-Registration;A4:0C:C3:90:4F:F3;;1;No;OPN,None;No;54.0;0;516;0;0;0;0;0;;;Thu Jun  9 19:37:43 2016;Thu Jun  9 20:05:49 2016;-56;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
43;infrastructure;UNL-AIR;A4:0C:C3:90:4F:F0;;1;No;OPN,None;No;54.0;0;542;0;15;0;0;15;;;Thu Jun  9 19:37:43 2016;Thu Jun  9 20:05:49 2016;-56;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
44;infrastructure;UNL-Guest;A4:0C:C3:90:4F:F2;;1;No;OPN,None;No;54.0;0;534;0;0;0;0;0;;;Thu Jun  9 19:37:43 2016;Thu Jun  9 20:05:49 2016;-56;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
45;infrastructure;UNL-AIR-E;A4:0C:C3:90:4F:F1;;1;No;WPA2,AES-CCM;No;54.0;0;517;0;0;0;0;0;;;Thu Jun  9 19:37:43 2016;Thu Jun  9 20:05:49 2016;-57;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
46;infrastructure;UNL-Conference;A4:0C:C3:90:4F:F4;;1;No;OPN,None;No;54.0;0;535;0;0;0;0;0;;;Thu Jun  9 19:37:43 2016;Thu Jun  9 20:05:49 2016;-56;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
47;infrastructure;eduroam;A4:0C:C3:90:4F:F5;;1;No;WPA2,AES-CCM;No;54.0;0;530;0;6;0;0;6;;;Thu Jun  9 19:37:43 2016;Thu Jun  9 20:05:49 2016;-56;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
48;infrastructure;UNL-Conference;AC:A0:16:CB:54:84;;11;No;OPN,None;No;54.0;0;895;0;0;0;0;0;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:48 2016;-50;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
49;infrastructure;UNL-Wireless-Registration;AC:A0:16:CB:54:83;;11;No;OPN,None;No;54.0;0;875;0;0;0;0;0;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:48 2016;-49;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
50;infrastructure;UNL-AIR-E;AC:A0:16:CB:54:81;;11;No;WPA2,AES-CCM;No;54.0;0;877;0;0;0;0;0;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:48 2016;-49;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
51;infrastructure;UNL-AIR;AC:A0:16:CB:54:80;;11;No;OPN,None;No;54.0;0;867;0;869;0;0;869;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:48 2016;-49;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;10.214.34.148;
52;infrastructure;UNL-Guest;AC:A0:16:CB:54:82;;11;No;OPN,None;No;54.0;0;901;0;0;0;0;0;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:48 2016;-49;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
53;infrastructure;eduroam;AC:A0:16:CB:54:85;;11;No;WPA2,AES-CCM;No;54.0;0;895;0;758;0;0;758;;;Thu Jun  9 19:37:46 2016;Thu Jun  9 20:05:48 2016;-48;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
54;infrastructure;HPC50152;02:26:96:01:C7:FC;;10;No;OPN,None;No;11.0;0;519;0;0;0;0;0;;;Thu Jun  9 19:37:49 2016;Thu Jun  9 20:05:48 2016;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
