C0:CC:F8:11:BB:EB,Thu Jun 09 20:16:02 2016,Thu Jun 09 23:22:32 2016,"Apple, Inc."
DC:9F:DB:50:51:86,Thu Jun 09 21:25:38 2016,Thu Jun 09 23:23:28 2016,"Ubiquiti Networks, Inc."
AC:FD:CE:29:B7:83,Thu Jun 09 20:17:24 2016,Thu Jun 09 23:31:09 2016,Intel Corporate
D0:22:BE:7A:FA:17,Thu Jun 09 23:30:38 2016,Thu Jun 09 23:32:21 2016,"Samsung Electro Mechanics co.,LTD."
18:F6:43:54:89:E1,Thu Jun 09 23:38:29 2016,Thu Jun 09 23:38:29 2016,"Apple, Inc."
80:01:84:76:0A:EB,Thu Jun 09 20:18:49 2016,Thu Jun 09 23:40:19 2016,HTC Corporation
7C:5C:F8:D7:0A:7D,Thu Jun 09 21:38:18 2016,Thu Jun 09 23:40:32 2016,Intel Corporate
7C:7A:91:27:55:D3,Thu Jun 09 20:16:40 2016,Thu Jun 09 23:41:19 2016,Intel Corporate
EC:1F:72:12:F9:F3,Thu Jun 09 20:16:19 2016,Thu Jun 09 23:45:33 2016,"Samsung Electro Mechanics co., LTD."
84:10:0D:3B:3D:F2,Thu Jun 09 23:57:17 2016,Thu Jun 09 23:57:17 2016,"Motorola Mobility LLC, a Lenovo Company"
7A:F6:3D:79:AE:A7,Fri Jun 10 00:08:43 2016,Fri Jun 10 00:08:43 2016,Unknown
E4:58:B8:D8:F7:2B,Fri Jun 10 00:13:19 2016,Fri Jun 10 00:13:19 2016,"Samsung Electronics Co.,Ltd"
60:F1:89:A0:6D:60,Thu Jun 09 20:16:49 2016,Fri Jun 10 00:16:19 2016,"Murata Manufacturing Co., Ltd."
78:FD:94:2C:C4:7C,Thu Jun 09 20:20:56 2016,Fri Jun 10 00:36:06 2016,"Apple, Inc."
D0:25:98:0B:D2:5B,Fri Jun 10 00:40:42 2016,Fri Jun 10 00:40:43 2016,"Apple, Inc."
B6:2D:35:DF:60:3B,Fri Jun 10 01:32:31 2016,Fri Jun 10 01:32:31 2016,Unknown
78:DD:08:DF:BD:E9,Thu Jun 09 20:17:09 2016,Fri Jun 10 01:33:31 2016,"Hon Hai Precision Ind. Co.,Ltd."
12:9D:68:E4:E6:05,Fri Jun 10 01:43:08 2016,Fri Jun 10 01:43:08 2016,Unknown
A8:5B:78:3F:12:BB,Fri Jun 10 01:42:00 2016,Fri Jun 10 01:43:18 2016,"Apple, Inc."
C4:21:C8:3C:BE:64,Thu Jun 09 22:08:28 2016,Fri Jun 10 01:45:31 2016,KYOCERA Corporation
